WKT,SA22019_V1_00,SA22019_V1_00_NAME,LAND_AREA_SQ_KM,AREA_SQ_KM,LATITUDE,LONGITUDE,EASTING,NORTHING,Shape_X,Shape_Y
"POINT (1792387.95635 5500560.4258)",235000,Makomako,0.8565575,0.8565575,-40.62340226628632,175.27457804942148,1792387.9563500003,5500560.425818921,1792387.95635,5500560.4258
"POINT (1794516.41125 5501806.75965)",235100,Kawiu North,1.75769404,1.75769404,-40.61168508292893,175.2993384565724,1794516.4112558854,5501806.75965,1794516.41125,5501806.75965
"POINT (1793340.26005 5500645.3968)",235200,Levin Central,1.04760497,1.04760497,-40.62241515024119,175.28580242744619,1793340.2600326715,5500645.3968,1793340.26005,5500645.3968
"POINT (1795277.70435 5499221.2922)",235300,Tararua,10.74498067,10.74498067,-40.63477870963584,175.30913238136785,1795277.704367225,5499221.2922,1795277.70435,5499221.2922
"POINT (1804345.5593 5508523.545)",235400,Shannon,2.94390028,2.94390028,-40.54885728257752,175.41325625512417,1804345.5593006876,5508523.545,1804345.5593,5508523.545
"POINT (1794281.77565 5500766.73505)",235500,Queenwood (Horowhenua District),0.8260467,0.8260467,-40.621102124221004,175.2968877607479,1794281.7756500002,5500766.735060555,1794281.77565,5500766.73505
"POINT (1793666.2487 5499891.07255)",235600,Playford Park,0.85176783,0.85176783,-40.62912896272635,175.28988558828627,1793666.248714249,5499891.072550001,1793666.2487,5499891.07255
"POINT (1795365.6894 5500692.3964)",235700,Fairfield (Horowhenua District),1.73854801,1.73854801,-40.62151578470943,175.30971547289244,1795365.6894,5500692.396397716,1795365.6894,5500692.3964
"POINT (1793560.742 5499084.67455)",235800,Taitoko,0.92016543,0.92016543,-40.636412566839454,175.28888702679393,1793560.7420117138,5499084.674550001,1793560.742,5499084.67455
"POINT (1794452.27765 5499528.123)",235900,Waiopehu,0.75926078,0.75926078,-40.632211463390966,175.2992845146947,1794452.2776499998,5499528.123010373,1794452.27765,5499528.123
"POINT (1802307.8768 5496814.8089)",236000,Makahika,170.22393169,170.22393169,-40.65474763669098,175.39296943294687,1802307.8768180232,5496814.8089,1802307.8768,5496814.8089
"POINT (1795344.44255 5490559.2183)",236100,Kimberley,129.45237271,129.45237271,-40.71273376796517,175.31261483993748,1795344.4425343808,5490559.2183,1795344.44255,5490559.2183
"POINT (1761359.29435 5475547.0735)",236200,Kapiti Island,19.25851521,19.25851521,-40.85525483229265,174.91439083009632,1761359.2943694184,5475547.0735,1761359.29435,5475547.0735
"POINT (1778620.02775 5487598.31155)",236300,Otaki Beach,3.36764188,3.36764188,-40.74318548926932,175.11559910294892,1778620.0277499994,5487598.311534583,1778620.02775,5487598.31155
"POINT (1783199.1368 5488576.5093)",236400,Forest Lakes (Kapiti Coast District),38.09485515,38.09485515,-40.73337295546408,175.16951187372823,1783199.1367999988,5488576.509302573,1783199.1368,5488576.5093
"POINT (1780511.06585 5486195.6488)",236500,Otaki,8.47687262,8.47687262,-40.75540012116033,175.13838668619763,1780511.065849997,5486195.648778437,1780511.06585,5486195.6488
"POINT (1777532.20865 5481889.2477)",236600,Te Horo,31.86143602,31.86143602,-40.79481682934459,175.10434456539085,1777532.20865,5481889.247701112,1777532.20865,5481889.2477
"POINT (1782920.99475 5485649.238)",236700,Waitohu,0.73786828,0.73786828,-40.75978663334905,175.16707589307774,1782920.99475,5485649.238001704,1782920.99475,5485649.238
"POINT (1770886.38815 5474197.4033)",236800,Waikanae Beach,4.3655915,4.3655915,-40.865474878268046,175.02772677492254,1770886.3881500005,5474197.403279829,1770886.38815,5474197.4033
"POINT (1775050.0194 5477315.66615)",236900,Peka Peka,10.01993684,10.01993684,-40.83652368743714,175.076224734261,1775050.01940371,5477315.66615,1775050.0194,5477315.66615
"POINT (1768331.56715 5472491.5981)",237000,Paraparaumu Beach North,2.14389568,2.14389568,-40.88136099377694,174.99789092795595,1768331.5671389592,5472491.5981,1768331.56715,5472491.5981
"POINT (1767309.4279 5471827.55385)",237100,Paraparaumu Beach West,1.59458454,1.59458454,-40.8875488464967,174.98594512483996,1767309.4278999988,5471827.553829726,1767309.4279,5471827.55385
"POINT (1772698.37835 5474184.842)",237200,Waikanae Park,7.35962848,7.35962848,-40.86520806938538,175.04921817649327,1772698.3783499994,5474184.842023157,1772698.37835,5474184.842
"POINT (1767869.66895 5471014.8518)",237300,Paraparaumu Beach East,1.06717962,1.06717962,-40.89475088775623,174.99281090005508,1767869.668930036,5471014.8518,1767869.66895,5471014.8518
"POINT (1770522.40715 5472428.48995)",237400,Otaihanga,4.47399525,4.47399525,-40.88147589137527,175.0238954754043,1770522.4071408485,5472428.489949999,1770522.40715,5472428.48995
"POINT (1769704.57925 5471051.4118)",237500,Paraparaumu North,3.5337057,3.5337057,-40.89404338400691,175.0145706866928,1769704.579260961,5471051.411800001,1769704.57925,5471051.4118
"POINT (1774215.64185 5474173.88955)",237600,Waikanae West,4.67481858,4.67481858,-40.864985489154925,175.06721378533155,1774215.64185,5474173.889528306,1774215.64185,5474173.88955
"POINT (1784823.4912 5478517.52355)",237700,Otaki Forks,87.25759187,87.25759187,-40.823560773465175,175.19171029929882,1784823.4912193445,5478517.52355,1784823.4912,5478517.52355
"POINT (1768406.8971 5469374.28885)",237800,Paraparaumu Central,4.4642053,4.4642053,-40.90941035410783,174.99962969918167,1768406.8971099588,5469374.288825,1768406.8971,5469374.28885
"POINT (1772676.04225 5466661.21195)",237900,Maungakotukutuku,112.70257144,112.70257144,-40.93294515327677,175.05104530539705,1772676.0422320738,5466661.21195,1772676.04225,5466661.21195
"POINT (1767042.36125 5468583.95125)",238000,Raumati Beach West,1.74953155,1.74953155,-40.916805481492325,174.98364951822543,1767042.36125,5468583.951230163,1767042.36125,5468583.95125
"POINT (1775161.36685 5473863.24165)",238100,Waikanae East,3.19398124,3.19398124,-40.86758048482088,175.0785160554407,1775161.3668499999,5473863.241656461,1775161.36685,5473863.24165
"POINT (1789118.96345 5468710.4599)",238200,Tararua Forest Park,365.62861879,365.62861879,-40.91086064440764,175.24559255481012,1789118.9634500006,5468710.459910346,1789118.96345,5468710.4599
"POINT (1767815.2386 5468093.82835)",238300,Raumati Beach East,1.42426255,1.42426255,-40.921059802621805,174.9929548313265,1767815.2386,5468093.828341727,1767815.2386,5468093.82835
"POINT (1769306.8487 5468152.4481)",238400,Paraparaumu East,2.51182552,2.51182552,-40.92022461709428,175.0106426640674,1769306.8487000007,5468152.448079351,1769306.8487,5468152.4481
"POINT (1766997.40055 5465819.9891)",238500,Raumati South,5.64356708,5.64356708,-40.94169844993536,174.98386031640266,1766997.4005500004,5465819.989101123,1766997.40055,5465819.9891
"POINT (1765418.45735 5461709.3663)",238600,Paekakariki,5.89331725,5.89331725,-40.97902747873502,174.96621206199532,1765418.4573644812,5461709.3663,1765418.45735,5461709.3663
"POINT (1749544.4091 5450000.9358)",238700,Mana Island,2.11347599,2.11347599,-41.087511533152956,174.78045878547854,1749544.4090999984,5450000.935819229,1749544.4091,5450000.9358
"POINT (1757287.40595 5454564.408)",238800,Pukerua Bay,8.17223642,8.17223642,-41.04496406787906,174.8714345241474,1757287.405950001,5454564.407998287,1757287.40595,5454564.408
"POINT (1760052.89655 5452903.89705)",238900,Paekakariki Hill,35.79013933,35.79013933,-41.05937502383826,174.90475290587398,1760052.8965499997,5452903.897045731,1760052.89655,5452903.89705
"POINT (1756028.8601 5452287.65445)",239000,Plimmerton,5.12590007,5.12590007,-41.065704764412516,174.85704423475605,1756028.8601000002,5452287.654448785,1756028.8601,5452287.65445
"POINT (1754815.78225 5448496.14005)",239100,Titahi Bay North,2.00934846,2.00934846,-41.10007315669443,174.84356748069234,1754815.78225,5448496.140051467,1754815.78225,5448496.14005
"POINT (1753317.36335 5446960.9725)",239200,Titahi Bay South,3.54172733,3.54172733,-41.11417909598691,174.82611582764605,1753317.3633456146,5446960.9725,1753317.36335,5446960.9725
"POINT (1751853.4341 5445107.41145)",239300,Elsdon-Takapuwahia,10.29746491,10.29746491,-41.131142729197826,174.80914616856404,1751853.4341027206,5445107.4114500005,1751853.4341,5445107.41145
"POINT (1762426.6799 5446871.38945)",239400,Pauatahanui,75.94763155,75.94763155,-41.11321516353493,174.93458028404416,1762426.679899996,5446871.389446421,1762426.6799,5446871.38945
"POINT (1755516.27825 5447940.9148)",239500,Onepoto,2.24118117,2.24118117,-41.104938301097086,174.85204540457477,1755516.2782499997,5447940.914800137,1755516.27825,5447940.9148
"POINT (1757456.1357 5449730.9472)",239600,Camborne,0.83508764,0.83508764,-41.08844858221177,174.87467702436896,1757456.135700001,5449730.9472031,1757456.1357,5449730.9472
"POINT (1758675.6163 5448800.9726)",239700,Inlet Porirua Harbour,0,7.23251559,-41.096584221297306,174.88942862865375,1758675.6163094216,5448800.9726,1758675.6163,5448800.9726
"POINT (1757265.64505 5447701.36115)",239800,Paremata,1.6158951,2.02185567,-41.106758353067086,174.87292935447147,1757265.64505,5447701.361173157,1757265.64505,5447701.36115
"POINT (1753198.32595 5443612.67505)",239900,Porirua Central,6.72691012,6.72691012,-41.14434780724082,174.82553436473086,1753198.325949472,5443612.675049996,1753198.32595,5443612.67505
"POINT (1756355.2543 5446759.04715)",240000,Papakowhai,1.43041419,1.43041419,-41.115417996339545,174.86233250508965,1756355.254300004,5446759.047126465,1756355.2543,5446759.04715
"POINT (1755976.5143 5445285.67495)",240100,Aotea,2.67877756,2.67877756,-41.12875603031898,174.85819789493442,1755976.5143220392,5445285.67495,1755976.5143,5445285.67495
"POINT (1757950.26035 5446843.1656)",240200,Postgate,1.28880182,1.28880182,-41.11435205451054,174.88129909543449,1757950.2603499996,5446843.165601883,1757950.26035,5446843.1656
"POINT (1757231.14925 5446195.6137)",240300,Ascot Park,1.11959592,1.11959592,-41.12032163453978,174.8729041295665,1757231.1492499998,5446195.613686365,1757231.14925,5446195.6137
"POINT (1758730.2973 5446523.6395)",240400,Whitby,2.04397191,2.04397191,-41.11707673501766,174.89066762985223,1758730.2973000077,5446523.639498751,1758730.2973,5446523.6395
"POINT (1755433.37915 5444264.46565)",240500,Porirua East,1.20988618,1.20988618,-41.13805446828793,174.85198923507653,1755433.37915,5444264.465662432,1755433.37915,5444264.46565
"POINT (1759930.3988 5446715.69255)",240600,Endeavour,3.12255979,3.12255979,-41.115112238519764,174.90490474132233,1759930.3987999998,5446715.6925625885,1759930.3988,5446715.69255
"POINT (1756248.3253 5444321.7368)",240700,Cannons Creek North,1.05691823,1.05691823,-41.137382354659906,174.8616798461572,1756248.3253000032,5444321.736777684,1756248.3253,5444321.7368
"POINT (1757814.4322 5445228.66865)",240800,Waitangirua,1.22402657,1.22402657,-41.12891407850072,174.88009704194045,1757814.4321999997,5445228.668630501,1757814.4322,5445228.66865
"POINT (1755344.26795 5442820.74865)",240900,Ranui Heights,2.3541931,2.3541931,-41.151069749076186,174.8512936541422,1755344.2679499998,5442820.748667825,1755344.26795,5442820.74865
"POINT (1756912.16405 5444252.39925)",241000,Cannons Creek East,1.45604808,1.45604808,-41.137878542712045,174.86960311669134,1756912.16405,5444252.399255428,1756912.16405,5444252.39925
"POINT (1756685.62625 5443076.9644)",241100,Cannons Creek South,1.40795973,1.40795973,-41.14850501085859,174.86720554857882,1756685.6262352944,5443076.964399999,1756685.62625,5443076.9644
"POINT (1777767.81205 5453985.9969)",241200,Akatarawa,334.14450961,334.14450961,-41.04595753061327,175.11513144345818,1777767.8120245172,5453985.9969,1777767.81205,5453985.9969
"POINT (1771381.57225 5446666.8398)",241300,Riverstone Terraces,2.23627391,2.23627391,-41.11321669545769,175.04123140379687,1771381.5722412695,5446666.839799995,1771381.57225,5446666.8398
"POINT (1769684.1838 5444043.17105)",241400,Heretaunga,3.26094579,3.26094579,-41.13719241815723,175.02175193996447,1769684.1837765847,5444043.17105,1769684.1838,5444043.17105
"POINT (1777802.4569 5449994.70375)",241500,Birchville-Brown Owl,8.89286243,8.89286243,-41.081879516617356,175.11669564501716,1777802.4569000287,5449994.703772728,1777802.4569,5449994.70375
"POINT (1771734.8386 5445514.41015)",241600,Poets Block,1.24160609,1.24160609,-41.1235166052487,175.04575863409,1771734.8386,5445514.410162383,1771734.8386,5445514.41015
"POINT (1770976.617 5444960.85035)",241700,Brentwood (Upper Hutt City),0.98266303,0.98266303,-41.12865993979846,175.03688609236946,1770976.617,5444960.850362061,1770976.617,5444960.85035
"POINT (1768538.76365 5442554.0372)",241800,Silverstream (Upper Hutt City),2.64413875,2.64413875,-41.150836958371514,175.00852170444472,1768538.763632773,5442554.0372,1768538.76365,5442554.0372
"POINT (1772720.3112 5445872.0433)",241900,Elderslea,1.39534058,1.39534058,-41.12008809625043,175.0573900818915,1772720.31119716,5445872.0433,1772720.3112,5445872.0433
"POINT (1771767.9528 5444490.295)",242000,Trentham North,1.02395902,1.02395902,-41.13272897408715,175.0464394092081,1771767.9527756674,5444490.295,1771767.9528,5444490.295
"POINT (1775062.36285 5447131.27035)",242100,Totara Park,1.72406495,1.72406495,-41.10825095866342,175.08491148047085,1775062.362837487,5447131.27035,1775062.36285,5447131.27035
"POINT (1771310.28465 5442591.95065)",242200,Trentham South,8.12381821,8.12381821,-41.14991513144173,175.04152017479413,1771310.2846500005,5442591.950633265,1771310.28465,5442591.95065
"POINT (1777734.0376 5442137.0134)",242300,Mangaroa,154.55262563,154.55262563,-41.152628565407504,175.11815534170142,1777734.037620933,5442137.0134,1777734.0376,5442137.0134
"POINT (1773984.61875 5445929.04175)",242400,Ebdentown,0.91108117,0.91108117,-41.11930511669128,175.07242458090397,1773984.6187405987,5445929.04175,1773984.61875,5445929.04175
"POINT (1772917.2544 5444816.3242)",242500,Wallaceville,0.69904586,0.69904586,-41.12954999189737,175.06003187645484,1772917.2543999995,5444816.324216658,1772917.2544,5444816.3242
"POINT (1777081.63205 5447426.1404)",242600,Maoribank,3.48580263,3.48580263,-41.10515895451616,175.1088595859804,1777081.6320500004,5447426.140414537,1777081.63205,5447426.1404
"POINT (1780466.92805 5449209.3731)",242700,Te Marua,5.57031363,5.57031363,-41.088361961257206,175.1486247325992,1780466.9280553735,5449209.3730999995,1780466.92805,5449209.3731
"POINT (1769450.8859 5440689.08665)",242800,Pinehaven,5.59306858,5.59306858,-41.16743594676144,175.01990085148336,1769450.8858999996,5440689.086641518,1769450.8859,5440689.08665
"POINT (1775147.0549 5446126.2583)",242900,Clouston Park,1.15084233,1.15084233,-41.117279904040295,175.08620599658212,1775147.0549169388,5446126.2583,1775147.0549,5446126.2583
"POINT (1774355.6504 5444912.50835)",243000,Upper Hutt Central,2.23570623,2.23570623,-41.128376496832004,175.07713001330168,1774355.6504150538,5444912.50835,1774355.6504,5444912.50835
"POINT (1759918.6307 5440418.08245)",243100,Belmont Park,29.4714102,29.4714102,-41.17181207616194,174.90640649541945,1759918.6306902284,5440418.08245,1759918.6307,5440418.08245
"POINT (1757614.8033 5436369.76335)",243200,Maungaraki,2.11021135,2.11021135,-41.20871065603983,174.8799992717474,1757614.8032999968,5436369.763345746,1757614.8033,5436369.76335
"POINT (1756655.9224 5435795.1858)",243300,Korokoro,1.84546236,1.84546236,-41.21406975412426,174.8687150112658,1756655.9223999972,5435795.185790614,1756655.9224,5435795.1858
"POINT (1763220.62025 5440518.6029)",243400,Kelson,5.35777872,5.35777872,-41.170248992454894,174.94572156666996,1763220.6202500006,5440518.602892458,1763220.62025,5440518.6029
"POINT (1758880.4655 5436962.22235)",243500,Normandale,1.44707308,1.44707308,-41.20312936356114,174.89493403381738,1758880.4654877877,5436962.2223499995,1758880.4655,5436962.22235
"POINT (1760853.86275 5438497.0155)",243600,Belmont (Lower Hutt City),2.36242871,2.36242871,-41.18892221086949,174.91805423820298,1760853.8627309664,5438497.0155,1760853.86275,5438497.0155
"POINT (1756532.92175 5434695.27595)",243700,Petone Central,1.30031921,1.30031921,-41.223996150061005,174.86753026798377,1756532.9217262908,5434695.27595,1756532.92175,5434695.27595
"POINT (1759897.96095 5437479.2753)",243800,Tirohanga,1.18051788,1.18051788,-41.1982740918207,174.90692790203613,1759897.9609360842,5437479.2753,1759897.96095,5437479.2753
"POINT (1766215.0418 5442274.9736)",243900,Manor Park,1.59235548,1.59235548,-41.15382869709998,174.98092088471756,1766215.0417999998,5442274.973590305,1766215.0418,5442274.9736
"POINT (1758711.87945 5435655.3612)",244000,Alicetown-Melling,1.25541101,1.25541101,-41.214928074910816,174.8932636547118,1758711.8794499994,5435655.361188078,1758711.87945,5435655.3612
"POINT (1764984.19875 5440460.3998)",244100,Taita North,1.14559016,1.14559016,-41.1704159846271,174.96674873220567,1764984.1987499986,5440460.399808749,1764984.19875,5440460.3998
"POINT (1761548.0285 5437425.15655)",244200,Boulcott,1.5821295,1.5821295,-41.1984338551305,174.92661014748356,1761548.0284786685,5437425.1565499995,1761548.0285,5437425.15655
"POINT (1759641.74975 5436220.8252)",244300,Hutt Central North,1.07097115,1.07097115,-41.20965438059711,174.9042024903721,1759641.7497654976,5436220.8252,1759641.74975,5436220.8252
"POINT (1762764.16405 5438235.8266)",244400,Avalon West,1.21143924,1.21143924,-41.190892095118066,174.94089009185842,1762764.164061003,5438235.8266,1762764.16405,5438235.8266
"POINT (1765822.4113 5440577.70575)",244500,Stokes Valley Central,1.48840747,1.48840747,-41.16918890600272,174.97670349231032,1765822.4113000007,5440577.705744166,1765822.4113,5440577.70575
"POINT (1764257.5637 5439127.0838)",244600,Taita South,3.3995629,3.3995629,-41.18256697012732,174.9584491213862,1764257.5636890673,5439127.083800001,1764257.5637,5439127.0838
"POINT (1758405.49365 5434488.91855)",244700,Petone East,1.63005105,1.63005105,-41.225489558848466,174.88991309739598,1758405.4936573878,5434488.91855,1758405.49365,5434488.91855
"POINT (1760018.7757 5435747.50895)",244800,Hutt Central South,1.29419649,1.29419649,-41.21384116265977,174.90882115998167,1760018.7757226129,5435747.508950001,1760018.7757,5435747.50895
"POINT (1767321.3806 5440822.6499)",244900,Stokes Valley North,4.79627268,4.79627268,-41.16667581487341,174.99449490265442,1767321.3806,5440822.64989117,1767321.3806,5440822.6499
"POINT (1758708.70345 5433800.3088)",245000,Petone Esplanade,0.97435719,0.97435719,-41.23162965987251,174.89370769451963,1758708.7034727144,5433800.3088,1758708.70345,5433800.3088
"POINT (1761350.86545 5436565.54605)",245100,Epuni West,0.98680953,0.98680953,-41.20621208728835,174.9244868524052,1761350.865464557,5436565.54605,1761350.86545,5436565.54605
"POINT (1763163.0992 5437745.529)",245200,Avalon East,0.81383924,0.81383924,-41.19522586070428,174.9457753365983,1763163.0991920994,5437745.529,1763163.0992,5437745.529
"POINT (1759872.7159 5434990.322)",245300,Woburn,0.62490549,0.62490549,-41.22068690069908,174.90727786036712,1759872.7158999997,5434990.322014373,1759872.7159,5434990.322
"POINT (1763434.0638 5437137.82695)",245400,Naenae Central,1.38522751,1.38522751,-41.200642194240935,174.94916725298805,1763434.0638000001,5437137.826967686,1763434.0638,5437137.82695
"POINT (1760975.794 5435533.70685)",245500,Waterloo West,0.72699778,0.72699778,-41.21557622840964,174.92028736427446,1760975.7939859212,5435533.70685,1760975.794,5435533.70685
"POINT (1762280.72365 5436355.08095)",245600,Epuni East,1.00382083,1.00382083,-41.20792101690683,174.9356274055018,1762280.7236436228,5436355.080949999,1762280.72365,5436355.08095
"POINT (1760128.64125 5433007.8758)",245700,Gracefield,3.74657297,3.87484192,-41.2384839867834,174.91084919082638,1760128.6412500003,5433007.875809701,1760128.64125,5433007.8758
"POINT (1759627.1748 5434253.44805)",245800,Moera,0.62396327,0.62396327,-41.227369375853854,174.90454265136555,1759627.1748000002,5434253.448034113,1759627.1748,5434253.44805
"POINT (1766058.86 5438749.32065)",245900,Delaney,2.06859723,2.06859723,-41.18560067786807,174.98001631318303,1766058.8600000003,5438749.320651269,1766058.86,5438749.32065
"POINT (1760704.5939 5434413.2926)",246000,Waiwhetu,1.67974139,1.67974139,-41.22571703047368,174.91734862323736,1760704.5938783903,5434413.292599999,1760704.5939,5434413.2926
"POINT (1761731.67215 5435217.0407)",246100,Waterloo East,1.0814609,1.0814609,-41.21827641937656,174.929383187758,1761731.67215,5435217.040695257,1761731.67215,5435217.0407
"POINT (1765036.4545 5437508.3642)",246200,Naenae North,2.60814451,2.60814451,-41.19698142549253,174.9681671671624,1765036.4545072475,5437508.364174999,1765036.4545,5437508.3642
"POINT (1766721.2319 5438740.40835)",246300,Manuka,1.31430849,1.31430849,-41.185544889228524,174.98791204480585,1766721.2319,5438740.4083678555,1766721.2319,5438740.40835
"POINT (1763675.71375 5435971.33055)",246400,Naenae South,1.18224135,1.18224135,-41.211094979673184,174.95235988629366,1763675.713766657,5435971.33055,1763675.71375,5435971.33055
"POINT (1762143.8335 5433682.2361)",246500,Towai,5.00726102,5.00726102,-41.23201139787173,174.93470477581582,1762143.8334999995,5433682.236085752,1762143.8335,5433682.2361
"POINT (1762921.7735 5432566.82245)",246600,Arakura,1.96074223,1.96074223,-41.24189679445167,174.94427972820995,1762921.7734999924,5432566.822435748,1762921.7735,5432566.82245
"POINT (1759892.6636 5428314.9471)",246700,Eastern Bays,1.92615253,1.92615253,-41.28078028400143,174.9092651909163,1759892.6635999964,5428314.947108607,1759892.6636,5428314.9471
"POINT (1765320.13785 5425352.84015)",246800,Pencarrow,268.41613939,268.41613939,-41.30635357366795,174.97484232189916,1765320.137841307,5425352.8401500005,1765320.13785,5425352.84015
"POINT (1761934.2661 5431462.2498)",246900,Wainuiomata West,2.10678832,2.10678832,-41.25203930353794,174.93279455571113,1761934.2660999994,5431462.24978202,1761934.2661,5431462.2498
"POINT (1763946.31655 5431938.10875)",247000,Glendale,3.20911879,3.20911879,-41.247349781179935,174.95666853380425,1763946.3165499028,5431938.108752301,1763946.31655,5431938.10875
"POINT (1762716.1666 5430410.14495)",247100,Wainuiomata Central,1.26296336,1.26296336,-41.261354024437004,174.94240262695038,1762716.1665871674,5430410.14495,1762716.1666,5430410.14495
"POINT (1758717.20225 5426567.4163)",247200,Eastbourne,1.92754128,1.92754128,-41.29674492080723,174.895691990719,1758717.2022500003,5426567.416319874,1758717.20225,5426567.4163
"POINT (1764097.6877 5429297.87565)",247300,Homedale East,2.90969112,2.90969112,-41.27108792218704,174.95918455429612,1764097.687700002,5429297.875655982,1764097.6877,5429297.87565
"POINT (1763213.5567 5428926.4887)",247400,Homedale West,1.31443744,1.31443744,-41.27461048134507,174.94873412449877,1763213.5567,5428926.48868265,1763213.5567,5428926.4887
"POINT (1741904.45985 5431674.9029)",247500,Makara-Ohariu,177.4893094,177.4893094,-41.25388923693011,174.69378298670185,1741904.4598540873,5431674.902899999,1741904.45985,5431674.9029
"POINT (1752739.6533 5441289.8303)",247600,Tawa North,1.44404946,1.44404946,-41.165347873078886,174.820650140235,1752739.6533000004,5441289.830316302,1752739.6533,5441289.8303
"POINT (1753931.39435 5442117.4468)",247700,Linden,1.1175674,1.1175674,-41.15767116860712,174.83464081882948,1753931.3943500002,5442117.446806362,1753931.39435,5442117.4468
"POINT (1752511.9219 5439648.696)",247800,Tawa South,2.54802992,2.54802992,-41.18016656887625,174.81834555377827,1752511.9219000018,5439648.695981057,1752511.9219,5439648.696
"POINT (1753337.25885 5440259.7139)",247900,Tawa Central,1.53179416,1.53179416,-41.17450960386484,174.82802796689995,1753337.258850019,5440259.7138745785,1753337.25885,5440259.7139
"POINT (1754435.8881 5441050.2054)",248000,Grenada North,5.78954564,5.78954564,-41.16718398081135,174.8409196552871,1754435.8880999999,5441050.205420902,1754435.8881,5441050.2054
"POINT (1752145.7675 5438008.1274)",248100,Churton Park North,4.71057026,4.71057026,-41.19500612380991,174.8143899581859,1752145.7674832894,5438008.1274,1752145.7675,5438008.1274
"POINT (1756106.94075 5439700.90055)",248200,Takapu-Horokiwi,19.10143336,19.10143336,-41.1790120201699,174.8611729836199,1756106.94075,5439700.900560623,1756106.94075,5439700.90055
"POINT (1751462.24585 5436183.17965)",248300,Churton Park South,1.2513825,1.2513825,-41.21156502750804,174.8066946103237,1751462.245869033,5436183.179649999,1751462.24585,5436183.17965
"POINT (1750280.26135 5434977.4485)",248400,Johnsonville West,1.17618079,1.17618079,-41.22264110195002,174.79289862546787,1750280.26135,5434977.448507051,1750280.26135,5434977.4485
"POINT (1752997.6153 5436880.19525)",248500,Grenada Village,1.45201827,1.45201827,-41.20500082720935,174.8248257581849,1752997.6152999997,5436880.195257256,1752997.6153,5436880.19525
"POINT (1751207.3986 5435378.732)",248600,Johnsonville North,0.89334346,0.89334346,-41.2188554585954,174.80385517178826,1751207.398601139,5435378.732,1751207.3986,5435378.732
"POINT (1752525.27095 5435572.03255)",248700,Paparangi,1.31378612,1.31378612,-41.21686780111657,174.81952115555714,1752525.2709274753,5435572.03255,1752525.27095,5435572.03255
"POINT (1748360.53915 5432343.33675)",248800,Ngaio North,0.8238867,0.8238867,-41.246711749961754,174.77064623163304,1748360.5391695509,5432343.336750001,1748360.53915,5432343.33675
"POINT (1751429.6508 5434687.87785)",248900,Johnsonville Central,0.9524772,0.9524772,-41.2250339409603,174.80667653796044,1751429.6508128068,5434687.87785,1751429.6508,5434687.87785
"POINT (1750264.8131 5433623.21205)",249000,Broadmeadows,0.64028643,0.64028643,-41.2348367861739,174.79304759397914,1750264.8131,5433623.212036489,1750264.8131,5433623.21205
"POINT (1747551.3968 5431127.7234)",249100,Crofton Downs,1.310528,1.310528,-41.25780469773628,174.7612877295322,1747551.3968,5431127.72340351,1747551.3968,5431127.7234
"POINT (1751031.52245 5433984.0804)",249200,Johnsonville South,0.71068669,0.71068669,-41.231444937385554,174.80210283739973,1751031.5224656567,5433984.080399999,1751031.52245,5433984.0804
"POINT (1749577.52395 5432447.19235)",249300,Khandallah Reserve,1.16554562,1.16554562,-41.24555245211012,174.78513846058493,1749577.52395,5432447.192353604,1749577.52395,5432447.19235
"POINT (1744513.61095 5428125.7512)",249400,Karori Park,2.02897574,2.02897574,-41.285382535355936,174.72575414331953,1744513.6109256232,5428125.7512,1744513.61095,5428125.7512
